Order Date,Region,Category,Sales,Profit
2020-07-03,East,Office Supplies,168.06,47.03
2021-06-03,South,Office Supplies,4405.1,994.56
2023-06-11,Central,Furniture,1633.75,424.86
2023-09-11,West,Furniture,3447.21,180.64
2023-03-12,South,Furniture,3605.51,-327.5
2020-10-19,West,Office Supplies,4611.32,1357.1
2020-01-14,South,Furniture,1355.51,-81.24
2021-12-30,East,Technology,3361.36,88.34
2022-03-06,East,Technology,4040.81,-285.85
2020-08-19,East,Technology,2497.23,-145.91
2021-09-13,South,Furniture,1028.89,-101.48
2021-12-24,East,Office Supplies,2266.87,130.29
2020-06-24,Central,Technology,2127.29,-380.18
2023-06-22,West,Furniture,853.81,-106.07
2023-10-28,West,Furniture,1279.79,-109.69
2021-03-09,South,Furniture,2969.05,208.38
2023-08-12,East,Office Supplies,2999.68,472.34
2020-10-02,East,Furniture,555.85,3.02
2021-06-18,East,Office Supplies,4706.42,-463.69
2020-08-30,Central,Office Supplies,2296.02,-415.4
2023-11-06,East,Technology,2733.08,459.3
2021-03-07,East,Furniture,1266.63,351.27
2022-08-26,South,Office Supplies,4093.41,-79.55
2020-09-06,South,Furniture,3071.25,662.09
2023-12-18,Central,Furniture,3760.44,-62.31
2021-10-10,West,Technology,876.8,113.76
2021-09-24,South,Furniture,932.96,-8.15
2023-11-03,East,Technology,4083.01,-137.06
2023-04-21,West,Furniture,3249.17,-97.95
2022-07-25,East,Office Supplies,3611.74,1005.46
2020-03-26,East,Furniture,2786.31,193.79
2022-06-05,South,Office Supplies,3735.0,143.51
2021-11-23,South,Furniture,1863.79,542.22
2021-08-18,Central,Technology,137.83,-17.48
2023-08-27,Central,Furniture,1992.79,153.07
2022-03-14,East,Technology,737.66,34.93
2020-06-19,West,Technology,145.08,28.48
2021-11-24,West,Furniture,873.97,-113.13
2022-01-23,East,Office Supplies,2426.59,-185.42
2021-07-25,East,Technology,3274.83,-218.12
2023-03-02,West,Furniture,3012.77,-258.55
2022-02-02,East,Furniture,4934.38,-136.8
2023-12-04,Central,Technology,2428.16,483.8
2022-09-05,West,Furniture,4609.35,532.35
2020-04-12,South,Furniture,2781.91,-166.69
2023-07-11,West,Technology,3195.47,957.0
2022-07-03,East,Furniture,328.02,81.45
2021-01-18,West,Technology,1627.45,-91.94
2022-08-30,South,Furniture,3245.01,871.58
2020-05-04,Central,Furniture,2910.96,322.97
2021-05-03,Central,Office Supplies,2922.72,200.49
2022-03-08,South,Technology,160.12,-18.93
2021-08-18,Central,Office Supplies,2842.21,-128.94
2022-06-03,South,Technology,1837.69,58.14
2023-09-11,East,Technology,90.27,0.13
2023-03-31,West,Technology,825.34,-110.57
2022-06-06,East,Furniture,1987.34,271.7
2023-11-07,East,Office Supplies,871.05,-40.69
2023-02-18,Central,Technology,1947.9,286.89
2021-10-15,Central,Furniture,58.41,0.59
2023-08-17,South,Furniture,4611.74,-557.37
2022-01-07,Central,Technology,1192.02,168.51
2023-03-21,East,Office Supplies,184.83,52.59
2023-09-03,Central,Technology,2940.34,47.2
2021-09-14,South,Technology,1889.57,205.05
2021-08-21,South,Technology,3857.77,177.74
2023-08-30,East,Furniture,3414.3,300.82
2020-12-21,East,Office Supplies,4731.65,180.05
2021-07-24,East,Office Supplies,4888.52,1222.4
2023-06-15,South,Furniture,3132.24,-410.94
2021-09-04,Central,Furniture,2813.49,121.44
2020-06-09,East,Office Supplies,273.21,-23.19
2020-08-14,West,Furniture,4097.65,89.88
2022-03-21,West,Office Supplies,3217.74,392.59
2021-03-20,West,Office Supplies,3091.5,-519.96
2021-12-30,West,Technology,3821.6,635.68
2022-06-28,South,Technology,1198.79,232.21
2021-02-13,West,Furniture,2129.53,-189.09
2021-06-08,West,Furniture,4116.42,-517.24
2022-03-23,Central,Furniture,359.02,-70.65
2020-06-04,West,Furniture,3831.15,-70.74
2021-07-27,East,Technology,1334.56,82.34
2022-01-30,Central,Office Supplies,4992.5,-915.4
2022-07-25,West,Technology,3666.27,517.13
2021-02-16,East,Technology,3652.75,-137.81
2021-02-13,East,Furniture,4333.79,-631.32
2023-11-07,West,Technology,1046.82,172.34
2020-10-06,West,Furniture,238.97,44.6
2022-04-20,West,Technology,500.41,15.64
2020-08-19,West,Technology,4413.76,375.65
2021-03-05,Central,Office Supplies,4392.82,1023.73
2020-05-27,West,Technology,2668.62,339.37
2022-02-20,East,Office Supplies,863.54,66.74
2023-06-14,South,Office Supplies,2479.45,716.11
2022-03-25,South,Office Supplies,2303.19,251.43
2020-08-20,West,Technology,4139.22,462.52
2022-05-19,South,Furniture,1087.91,124.98
2022-02-28,East,Office Supplies,3038.76,234.2
2021-05-08,East,Furniture,1812.16,-217.97
2023-05-24,Central,Technology,2132.9,-198.63
2023-03-30,East,Furniture,3717.9,845.52
2021-10-31,West,Office Supplies,2000.2,225.84
2022-02-26,Central,Office Supplies,3144.82,682.53
2023-02-13,East,Technology,4974.07,630.86
2023-01-03,South,Technology,4285.86,445.32
2020-08-21,South,Office Supplies,3310.85,-480.27
2021-08-21,East,Furniture,1503.67,158.38
2020-12-06,East,Furniture,4162.2,370.88
2021-01-11,South,Technology,369.81,105.22
2023-01-10,South,Office Supplies,2882.3,847.42
2022-02-04,Central,Furniture,4408.32,-568.33
2022-01-07,Central,Office Supplies,3982.76,-619.81
2020-02-14,West,Office Supplies,3200.42,53.51
2023-08-26,East,Office Supplies,3584.44,999.25
2022-01-19,South,Furniture,3723.27,-705.76
2022-06-14,South,Technology,3877.0,-269.94
2021-01-24,South,Technology,1146.6,159.27
2021-08-10,South,Office Supplies,2393.36,318.86
2020-04-14,East,Furniture,826.75,91.7
2023-10-31,East,Technology,2557.7,352.4
2023-01-01,South,Office Supplies,4526.72,436.04
2023-10-30,East,Furniture,4370.1,-353.27
2023-05-26,South,Office Supplies,1964.73,-178.28
2021-07-05,Central,Office Supplies,4930.47,1193.93
2021-07-23,Central,Office Supplies,2337.05,462.07
2022-01-24,East,Technology,4887.37,549.24
2020-12-12,West,Technology,3077.44,-185.53
2020-04-01,Central,Technology,2766.43,-211.56
2021-10-13,Central,Office Supplies,2891.02,-410.19
2020-07-12,East,Furniture,455.35,125.92
2022-09-16,Central,Technology,2794.69,-459.21
2021-10-07,South,Technology,4912.08,-726.31
2022-03-11,South,Technology,3493.06,920.23
2022-06-26,East,Technology,1339.48,362.98
2020-12-02,West,Furniture,4810.96,-439.22
2020-07-18,South,Furniture,293.56,21.93
2023-03-25,Central,Technology,462.61,127.62
2021-10-20,Central,Technology,756.09,-124.3
2021-08-17,Central,Office Supplies,4255.97,-264.12
2020-07-28,South,Office Supplies,3952.8,-401.95
2023-08-19,West,Furniture,4266.95,-133.71
2021-12-07,South,Office Supplies,2328.12,54.97
2022-08-27,East,Furniture,4493.76,1244.32
2022-02-12,Central,Office Supplies,2166.51,159.62
2022-11-18,South,Furniture,124.06,-8.27
2020-05-21,Central,Technology,4936.2,-725.23
2020-10-27,East,Office Supplies,401.1,102.1
2022-09-16,West,Office Supplies,3131.63,839.58
2022-12-21,Central,Furniture,4761.55,16.07
2023-01-16,Central,Office Supplies,2103.28,50.63
2021-10-15,East,Technology,2158.63,369.31
2020-10-21,Central,Furniture,1796.58,-252.93
2021-02-02,East,Technology,2781.04,-412.41
2020-06-06,East,Office Supplies,4953.95,1425.26
2021-06-12,South,Office Supplies,2878.94,-396.71
2021-03-01,East,Technology,3951.07,1116.64
2023-01-03,East,Office Supplies,4983.39,922.66
2020-02-15,Central,Furniture,3511.56,677.94
2020-04-06,West,Furniture,1527.27,194.42
2021-10-22,South,Technology,4785.14,853.37
2022-12-01,Central,Technology,505.34,103.72
2020-05-26,West,Technology,1900.52,6.47
2020-02-20,East,Technology,2707.15,646.62
2022-03-18,East,Technology,2036.74,-135.76
2021-01-01,East,Furniture,3999.34,-320.67
2023-07-29,South,Technology,3286.85,465.56
2021-04-23,West,Furniture,1132.48,150.95
2021-07-13,Central,Technology,2524.56,-112.07
2020-10-20,East,Technology,3234.93,439.88
2023-03-03,East,Office Supplies,4302.34,1030.84
2023-11-30,South,Furniture,2657.31,157.48
2023-09-24,East,Technology,3244.97,972.0
2023-09-05,West,Furniture,1193.2,343.35
2023-03-09,Central,Office Supplies,2907.82,-510.05
2023-07-11,South,Technology,3069.05,704.08
2020-08-27,East,Office Supplies,3876.88,67.32
2021-01-02,West,Technology,3970.37,-438.47
2021-05-16,Central,Office Supplies,2860.81,30.24
2021-01-20,South,Technology,4856.52,-822.55
2023-09-04,West,Furniture,4643.69,1361.46
2020-04-28,West,Furniture,2856.38,90.66
2020-12-05,West,Technology,3630.68,558.54
2022-07-08,South,Office Supplies,3455.86,405.57
2020-06-01,West,Technology,4603.24,963.25
2022-04-08,Central,Office Supplies,202.87,-14.88
2023-12-22,South,Office Supplies,4006.23,604.9
2023-04-10,East,Furniture,1672.4,327.19
2022-10-05,Central,Office Supplies,374.82,-12.86
2022-08-20,West,Technology,2042.59,281.78
2021-10-24,South,Technology,4805.45,-199.77
2021-02-17,South,Furniture,4159.67,-698.36
2021-09-14,South,Furniture,3851.66,-213.64
2020-10-23,East,Furniture,4871.92,1241.25
2023-01-26,South,Office Supplies,2740.06,321.47
2021-05-19,West,Office Supplies,3060.22,292.55
2020-09-12,South,Office Supplies,2286.73,-76.49
2022-07-13,South,Office Supplies,2152.24,-205.36
2022-02-07,Central,Office Supplies,1273.57,105.61
2023-10-20,South,Furniture,2557.6,481.41
2023-07-30,East,Furniture,2018.56,-133.49
2020-02-19,East,Furniture,1724.73,169.04
2022-08-08,South,Furniture,3084.42,-231.16
2020-10-25,South,Office Supplies,925.0,36.31
2020-06-03,West,Office Supplies,1995.76,-308.98
2020-03-09,South,Furniture,3308.99,635.34
2023-05-09,East,Technology,2350.78,-405.42
2020-12-22,South,Furniture,1147.53,-146.43
2021-11-06,South,Office Supplies,3869.97,-7.47
2023-06-02,West,Office Supplies,2740.07,751.44
2021-07-27,East,Office Supplies,2715.18,-184.75
2020-01-07,Central,Office Supplies,919.43,89.84
2020-01-13,West,Technology,4114.93,1136.85
2023-03-30,West,Office Supplies,1579.87,365.01
2020-06-25,West,Office Supplies,2473.28,-202.41
2021-01-29,Central,Office Supplies,2890.5,829.23
2022-10-18,South,Technology,4165.33,-131.47
2022-12-10,West,Technology,2850.94,-560.69
2023-11-26,Central,Office Supplies,4133.26,-69.17
2021-12-30,West,Office Supplies,3695.85,265.43
2021-02-01,Central,Office Supplies,3143.09,560.63
2023-06-05,Central,Technology,4650.03,-749.7
2020-04-29,South,Office Supplies,2839.69,496.0
2020-06-30,West,Technology,1123.11,182.26
2021-11-02,Central,Furniture,3217.5,-314.34
2020-08-17,East,Office Supplies,1061.83,308.19
2022-05-24,East,Office Supplies,831.96,-111.86
2022-06-06,West,Office Supplies,4557.31,422.55
2020-05-08,West,Technology,2007.67,-86.0
2021-09-25,West,Furniture,4375.05,-650.86
2022-12-13,East,Furniture,1058.03,-184.46
2021-11-17,Central,Office Supplies,4491.57,80.85
2020-03-02,Central,Office Supplies,110.28,4.03
2023-06-15,Central,Office Supplies,1457.31,-268.67
2021-05-02,West,Technology,4876.27,1044.65
2022-08-22,South,Technology,2523.22,-334.04
2022-10-10,Central,Technology,805.73,-5.21
2023-06-04,South,Technology,1891.32,153.8
2020-05-08,South,Furniture,66.01,9.04
2020-04-21,Central,Furniture,2975.79,517.08
2023-08-17,Central,Office Supplies,866.57,24.42
2022-05-03,South,Technology,4019.35,1154.17
2021-03-25,Central,Furniture,1117.86,-183.86
2020-05-20,West,Furniture,688.17,119.21
2021-01-12,East,Furniture,3296.26,-221.85
2022-05-11,Central,Technology,1623.82,440.52
2022-06-26,Central,Furniture,249.43,7.03
2020-11-18,East,Technology,872.04,45.06
2022-04-10,Central,Technology,3263.29,722.96
2020-09-08,Central,Technology,4938.48,904.65
2021-02-08,Central,Technology,825.8,-34.41
2023-03-23,South,Office Supplies,4179.48,68.52
2022-07-06,West,Technology,4594.79,-620.45
2021-05-22,Central,Furniture,4443.54,1091.25
2020-09-05,South,Furniture,2737.96,-404.69
2020-02-12,Central,Office Supplies,2166.94,497.67
2023-12-12,West,Technology,890.75,235.31
2020-06-08,Central,Furniture,3656.31,707.22
2023-11-20,South,Office Supplies,672.94,-101.72
2023-06-16,Central,Office Supplies,1044.72,303.34
2023-12-27,West,Office Supplies,4259.02,-404.76
2021-04-22,South,Office Supplies,2790.81,101.41
2023-05-14,South,Furniture,4724.06,374.54
2023-09-18,East,Furniture,4239.07,1010.24
2020-10-18,South,Furniture,4479.79,-657.84
2020-11-02,Central,Technology,3150.15,222.91
2021-05-30,Central,Furniture,4951.93,804.49
2021-08-05,South,Technology,1870.02,-358.07
2021-01-17,South,Technology,4605.88,1355.75
2020-08-11,South,Technology,1572.12,-38.58
2023-12-23,South,Technology,833.6,238.67
2021-09-19,Central,Office Supplies,3471.0,565.51
2021-10-26,West,Technology,4961.53,-437.98
2022-05-09,East,Furniture,4981.02,-774.92
2023-09-27,East,Office Supplies,3427.55,-548.44
2023-07-30,South,Office Supplies,194.48,-1.21
2023-05-21,South,Furniture,653.69,-62.57
2021-09-09,East,Furniture,223.94,-5.41
2023-04-01,South,Office Supplies,1435.08,276.71
2021-02-02,Central,Office Supplies,2041.8,-232.66
2020-06-18,East,Office Supplies,2915.59,-365.98
2021-02-08,South,Technology,4541.38,-74.4
2021-11-28,East,Furniture,1598.03,239.93
2020-08-11,East,Office Supplies,1962.84,273.77
2022-12-14,West,Office Supplies,1609.29,-248.44
2021-03-06,Central,Office Supplies,3230.5,410.45
2022-03-18,East,Office Supplies,2163.01,234.37
2021-08-20,East,Office Supplies,458.15,76.92
2023-11-07,East,Technology,2473.08,-318.84
2020-06-30,Central,Furniture,919.44,70.46
2020-12-19,South,Technology,879.08,93.78
2023-01-22,East,Office Supplies,2630.74,-9.66
2020-08-12,Central,Office Supplies,3110.83,41.36
2021-01-03,West,Furniture,422.52,3.78
2021-07-26,Central,Office Supplies,3156.85,6.32
2021-11-01,West,Furniture,1413.38,-144.44
2020-08-13,West,Office Supplies,3401.07,483.54
2023-12-11,South,Office Supplies,4351.62,-440.79
2020-01-11,West,Furniture,4598.43,-29.22
2021-03-29,South,Technology,2899.17,422.25
2022-01-01,West,Technology,636.75,-34.81
2020-01-21,East,Technology,2172.59,-174.78
2020-06-03,Central,Technology,2560.73,634.21
2021-09-30,South,Office Supplies,2966.23,813.94
2021-06-25,Central,Furniture,2435.16,234.91
2023-08-24,East,Office Supplies,957.28,28.4
2023-07-29,South,Furniture,2898.0,-446.3
2022-06-03,South,Office Supplies,278.31,23.53
2022-03-19,West,Office Supplies,2617.53,-257.59
2023-06-09,West,Furniture,3634.2,1001.07
2020-05-12,West,Technology,1734.9,-145.09
2022-03-09,South,Office Supplies,3397.13,467.55
2022-11-22,East,Technology,2900.38,-187.66
2022-12-08,South,Technology,761.4,12.96
2020-02-21,Central,Technology,1601.7,426.8
2021-01-27,Central,Office Supplies,3400.17,657.69
2021-12-19,East,Furniture,3141.45,-211.15
2020-11-09,South,Technology,1694.54,-80.24
2022-07-11,East,Office Supplies,944.33,-17.51
2021-05-06,West,Office Supplies,636.33,-29.25
2022-07-24,Central,Office Supplies,1649.97,232.98
2022-06-05,Central,Office Supplies,3449.91,790.76
2022-07-09,East,Office Supplies,1650.6,-268.62
2020-10-02,West,Technology,3149.98,462.13
2020-11-10,East,Technology,2562.98,519.73
2023-02-19,West,Office Supplies,2630.53,41.1
2020-08-04,East,Office Supplies,2393.33,6.53
2021-06-05,West,Technology,2959.43,268.81
2021-01-26,Central,Furniture,955.84,4.5
2021-05-15,Central,Office Supplies,1159.53,228.43
2023-08-05,Central,Technology,3237.93,-409.98
2020-12-15,Central,Furniture,2183.2,621.37
2021-02-27,East,Office Supplies,4404.04,781.05
2023-11-29,Central,Furniture,4586.02,-180.98
2022-11-04,South,Furniture,901.05,116.49
2021-11-17,East,Furniture,1774.03,34.23
2023-10-16,West,Office Supplies,2971.43,655.04
2021-01-26,East,Furniture,4128.04,105.71
2021-05-12,West,Technology,2740.63,-486.55
2023-04-11,West,Office Supplies,2908.7,286.16
2023-04-11,South,Office Supplies,939.62,-104.43
2023-01-08,South,Furniture,1677.53,3.19
2021-08-30,East,Furniture,241.7,6.54
2023-09-26,Central,Office Supplies,883.96,-75.9
2020-03-09,East,Technology,1716.34,-103.61
2020-02-12,West,Technology,1471.58,11.65
2020-03-22,West,Office Supplies,1621.94,375.22
2021-05-29,South,Furniture,4915.57,-487.15
2020-04-25,East,Technology,1773.97,389.85
2023-11-08,West,Furniture,3825.82,1009.4
2023-12-11,West,Technology,4115.47,97.45
2020-01-31,East,Office Supplies,815.52,-109.98
2023-08-28,South,Technology,975.54,-40.64
2022-03-03,South,Furniture,2213.83,101.75
2023-05-27,Central,Furniture,1735.26,-182.06
2020-08-29,South,Technology,3303.89,-130.84
2022-02-05,East,Office Supplies,493.57,-78.87
2020-04-12,West,Office Supplies,3687.67,391.16
2022-10-21,Central,Office Supplies,2448.38,-34.07
2020-10-05,West,Furniture,2260.39,387.77
2023-03-28,West,Technology,4891.82,-86.35
2022-12-01,West,Technology,982.49,255.67
2023-11-28,South,Technology,3500.37,-273.04
2021-08-16,East,Furniture,312.59,-35.99
2020-06-14,East,Technology,1483.56,219.42
2021-06-15,South,Office Supplies,87.58,26.25
2023-11-25,West,Technology,4094.68,-742.47
2020-04-01,East,Furniture,4775.11,-712.33
2023-02-01,West,Office Supplies,720.73,153.19
2020-07-10,East,Office Supplies,1720.51,250.48
2021-12-11,East,Office Supplies,3023.05,517.65
2020-07-19,Central,Furniture,1616.71,131.89
2022-11-16,South,Furniture,1849.57,175.99
2023-12-21,West,Furniture,672.22,6.4
2023-03-05,Central,Technology,774.66,-122.69
2021-08-10,East,Technology,2787.02,465.39
2020-08-14,Central,Furniture,3230.59,-342.68
2020-07-14,East,Furniture,992.78,209.4
2020-11-21,South,Furniture,4756.49,703.21
2021-11-21,East,Furniture,4401.46,-269.54
2020-11-06,Central,Furniture,4547.28,-515.51
2020-04-15,West,Furniture,4398.98,743.48
2021-03-10,East,Furniture,2923.17,411.72
2021-04-30,Central,Technology,4536.23,-57.04
2021-10-24,East,Office Supplies,1494.48,-45.62
2023-03-25,West,Technology,740.67,204.78
2023-04-17,West,Furniture,4137.31,-768.16
2023-07-06,West,Furniture,2055.16,-200.13
2021-03-31,East,Furniture,4216.77,1254.42
2023-05-13,South,Furniture,785.39,-141.74
2023-04-18,West,Furniture,4225.29,-274.09
2020-06-27,Central,Technology,4536.98,1216.67
2021-07-15,East,Technology,3951.91,-641.04
2021-09-09,East,Technology,3596.66,1030.49
2021-11-10,West,Technology,4070.55,-153.59
2020-01-22,Central,Office Supplies,4645.03,-660.8
2020-10-04,East,Office Supplies,1405.81,322.93
2020-06-18,Central,Office Supplies,4714.21,-65.32
2022-06-10,South,Office Supplies,1653.09,312.14
2022-03-21,West,Office Supplies,1156.58,232.8
2020-10-25,West,Technology,4157.27,807.71
2022-03-23,East,Technology,919.37,-51.63
2021-01-15,Central,Technology,3007.76,651.17
2022-12-07,South,Furniture,3302.36,106.64
2021-07-07,Central,Furniture,3184.08,-257.13
2023-09-19,East,Furniture,982.67,-37.72
2022-08-25,West,Technology,222.36,32.87
2021-01-17,Central,Furniture,3953.61,-269.94
2021-01-20,East,Technology,690.53,10.99
2022-06-10,Central,Furniture,4172.89,-439.42
2021-02-09,East,Office Supplies,4565.11,827.39
2023-12-04,West,Furniture,1630.41,-130.59
2023-09-03,Central,Office Supplies,1995.94,-56.58
2022-01-08,Central,Technology,243.94,-3.29
2023-11-19,East,Technology,2987.99,5.65
2023-02-15,South,Furniture,3657.86,857.0
2020-01-28,Central,Technology,4000.23,631.75
2023-03-07,South,Office Supplies,2179.56,505.2
2020-07-26,Central,Office Supplies,599.35,29.91
2023-10-21,East,Furniture,373.99,51.99
2023-08-26,South,Technology,1612.29,218.53
2022-04-24,East,Technology,472.43,-58.91
2022-04-26,West,Furniture,561.02,-107.93
2023-04-19,East,Technology,1109.29,315.13
2020-04-06,East,Furniture,3219.65,884.57
2021-10-15,Central,Furniture,4797.72,293.15
2022-12-30,Central,Furniture,2003.79,548.57
2022-10-27,West,Furniture,539.97,-61.73
2021-04-04,East,Office Supplies,992.07,-79.95
2021-09-22,West,Technology,4878.12,-849.06
2020-03-11,Central,Furniture,4033.04,-719.13
2021-11-11,Central,Technology,585.25,93.02
2023-04-17,South,Furniture,4575.08,-458.64
2023-08-10,South,Furniture,2008.55,238.76
2023-12-07,Central,Furniture,4640.58,329.25
2022-05-22,West,Office Supplies,3215.77,378.03
2021-02-01,West,Office Supplies,930.5,61.88
2021-04-25,West,Office Supplies,560.47,3.04
2021-01-19,South,Furniture,3505.56,553.74
2021-09-19,Central,Technology,4954.64,909.22
2022-08-08,South,Furniture,1106.49,45.87
2021-10-08,East,Office Supplies,3520.46,779.1
2021-09-07,East,Technology,2368.41,-364.92
2020-02-10,West,Furniture,4836.19,-218.26
2021-11-25,South,Furniture,2721.65,-131.67
2022-02-23,West,Furniture,2553.68,590.09
2020-08-29,East,Furniture,350.08,35.98
2022-08-22,West,Office Supplies,1159.37,-158.24
2021-10-04,East,Furniture,2601.78,-333.81
2020-02-20,Central,Office Supplies,4160.98,1119.32
2022-03-24,South,Technology,4596.01,-97.32
2021-01-29,West,Technology,2523.78,-473.31
2023-07-20,Central,Office Supplies,2939.58,99.04
2020-02-13,South,Office Supplies,713.56,-118.79
2022-02-11,Central,Technology,1820.68,505.21
2020-10-06,South,Technology,1875.67,-324.79
2022-10-17,West,Office Supplies,3464.15,-503.22
2020-08-31,Central,Technology,1635.27,92.58
2022-06-19,Central,Office Supplies,2319.62,-301.14
2022-06-11,East,Furniture,1893.09,-31.15
2020-01-08,Central,Office Supplies,1402.65,-253.81
2023-09-14,West,Technology,3609.64,-574.85
2022-01-10,West,Technology,3779.87,454.64
2020-04-05,Central,Technology,3495.45,286.08
2022-12-23,Central,Furniture,4648.34,1041.13
2022-03-24,Central,Technology,2802.99,708.1
2023-02-12,Central,Office Supplies,176.32,-34.7
2023-12-23,West,Technology,4303.89,146.01
2020-08-08,South,Furniture,1677.39,464.21
2023-07-22,East,Furniture,1389.97,376.54
2020-12-09,West,Office Supplies,192.62,14.59
2020-04-03,Central,Furniture,4440.53,350.61
2023-03-25,South,Office Supplies,510.28,73.26
2021-02-28,South,Furniture,599.62,-29.29
2023-04-19,West,Furniture,530.1,52.72
2021-11-02,East,Furniture,1763.14,521.04
2020-10-31,Central,Office Supplies,2286.25,-9.73
2020-06-18,West,Furniture,600.64,136.56
2020-04-08,South,Office Supplies,2107.56,242.22
2021-11-05,East,Office Supplies,3465.18,423.37
2023-12-19,East,Furniture,437.48,-54.76
2020-03-01,East,Office Supplies,2763.55,-490.61
2020-07-15,South,Technology,1452.75,16.78
2021-07-29,East,Technology,3265.57,-189.82
2021-04-24,Central,Technology,3841.64,530.57
2021-01-22,West,Furniture,620.14,-22.93
2023-03-30,West,Office Supplies,1431.84,398.57
2020-04-10,South,Office Supplies,3374.36,-137.56
2023-06-21,West,Office Supplies,4004.41,964.63
2021-02-01,East,Furniture,2248.19,585.34
2020-12-06,West,Office Supplies,1574.09,70.71
2022-12-13,Central,Technology,2890.87,765.74
2022-08-03,East,Furniture,4591.43,874.09
2021-02-28,West,Office Supplies,4090.09,-626.0
2023-08-14,West,Office Supplies,2717.61,-111.27
2023-02-19,Central,Technology,1886.13,-369.75
2023-10-21,South,Furniture,1315.81,6.47
2023-07-14,East,Technology,675.25,-49.35
2020-03-11,East,Furniture,4526.52,1237.74
2021-07-25,South,Technology,1896.65,56.52
2020-05-31,West,Furniture,3116.6,437.36
2023-01-10,South,Technology,3660.74,668.34
2021-06-21,East,Furniture,636.91,129.51
2021-08-19,East,Furniture,924.23,114.43
2022-07-11,Central,Furniture,2810.57,191.17
2021-05-20,West,Furniture,3437.72,-233.46
2023-05-08,West,Technology,2717.23,379.9
2021-10-14,Central,Technology,3832.71,430.99
2021-02-08,South,Office Supplies,2165.03,36.39
2021-03-31,Central,Office Supplies,4310.39,1244.18
2021-05-02,West,Furniture,4255.06,-238.78
2021-01-30,West,Furniture,1750.26,217.59
2022-10-22,West,Office Supplies,2218.67,77.36
2023-11-24,Central,Technology,911.97,136.23
2021-03-04,West,Office Supplies,2041.8,341.29
2022-05-04,Central,Technology,1878.41,-261.88
2023-05-02,East,Technology,2818.01,-561.21
2023-11-11,South,Technology,2014.11,304.69
2023-08-20,Central,Technology,3613.49,543.25
2022-11-29,Central,Technology,2743.96,301.78
2021-06-19,Central,Technology,207.03,12.87
2021-06-16,South,Furniture,2594.33,55.39
2022-02-13,West,Furniture,3570.1,918.0
2022-03-01,Central,Furniture,1008.57,-73.8
2020-12-16,East,Furniture,2499.37,599.74
2021-03-31,Central,Technology,1228.8,222.81
2022-06-11,South,Furniture,3644.4,234.06
2022-12-04,Central,Technology,4721.88,1060.95
2021-12-12,East,Office Supplies,3122.0,864.1
2022-05-20,East,Furniture,4687.92,-677.65
2023-02-21,Central,Furniture,4065.99,949.07
2021-06-27,East,Office Supplies,1037.9,56.98
2021-02-02,Central,Furniture,4534.06,-457.43
2020-03-01,East,Technology,2276.16,-415.03
2021-02-01,South,Technology,1373.47,-10.58
2023-07-16,East,Office Supplies,2901.48,-484.19
2020-01-16,South,Furniture,1034.65,-182.92
2020-07-25,South,Technology,865.47,201.82
2021-09-16,East,Technology,2005.71,334.64
2021-10-19,West,Technology,2605.84,352.5
2021-03-16,Central,Furniture,3363.72,559.0
2020-07-05,East,Furniture,2421.72,169.6
2021-11-06,East,Technology,2007.33,-190.63
2021-09-20,Central,Technology,376.79,-66.34
2022-10-16,Central,Office Supplies,125.5,-20.83
2021-01-05,West,Office Supplies,1136.35,212.11
2021-05-30,East,Technology,1834.82,-322.92
2020-07-27,Central,Furniture,2788.46,-2.53
2021-10-23,Central,Office Supplies,2616.72,-404.5
2023-09-04,West,Office Supplies,3357.81,983.38
2023-09-11,Central,Technology,853.3,51.31
2023-11-09,East,Technology,3643.08,-220.47
2021-02-20,South,Furniture,2281.48,-13.81
2020-11-16,South,Office Supplies,2860.44,157.41
2020-04-20,East,Office Supplies,2428.27,-449.71
2023-11-25,Central,Furniture,1405.66,172.91
2021-10-09,South,Office Supplies,3798.31,604.06
2021-05-13,East,Technology,875.57,231.73
2020-07-29,West,Office Supplies,4729.24,-815.47
2022-05-03,East,Office Supplies,627.72,66.77
2020-12-24,South,Technology,1763.71,363.08
2023-08-18,East,Furniture,1359.45,96.1
2020-03-05,South,Office Supplies,2369.6,225.76
2020-03-23,South,Technology,2914.14,-179.44
2022-05-28,South,Office Supplies,2498.82,181.33
2021-11-27,East,Technology,1496.87,-6.38
2023-02-03,Central,Furniture,291.29,-11.08
2020-09-16,South,Technology,1781.12,401.08
2021-02-27,Central,Technology,498.5,109.51
2022-05-10,East,Office Supplies,617.02,142.84
2020-08-26,East,Furniture,3892.26,-24.43
2023-10-25,Central,Technology,4709.39,-767.71
2020-10-07,East,Office Supplies,2071.76,-288.91
2021-12-21,Central,Technology,719.11,-113.01
2023-08-08,South,Technology,1499.04,83.48
2023-10-12,Central,Technology,1618.58,121.15
2020-12-19,South,Technology,1704.85,-89.26
2023-06-01,West,Office Supplies,2786.87,104.05
2020-08-18,West,Furniture,285.74,-34.43
2022-12-07,West,Office Supplies,73.09,3.57
2022-11-19,Central,Office Supplies,3259.4,28.22
2021-07-01,East,Office Supplies,4478.96,458.34
2021-05-24,West,Technology,4377.37,1227.52
2021-08-20,West,Office Supplies,3499.55,68.55
2020-10-30,South,Office Supplies,2576.57,-162.32
2023-04-12,West,Furniture,4289.49,661.12
2020-11-29,West,Office Supplies,4321.9,-406.67
